JobNumber,JobGroupNumber,JobClassNumber,OrgScope,JobNameAr,JobNameEn
3923,283,3,1,اخصائي برامج اجتماعية اول,Senior Social Programs Specialis
3330,283,3,1,اخصائي برامج وانشطة,Programs and Activities Specialist
3341,67,3,2,اخصائي بصريات,Optometrist
3334,237,3,2,اخصائي تخاطب,Speech Therapist
4209,283,4,1,اخصائي تخطيط قوى عاملة,Manpower Planning Specialist
3811,283,3,1,اخصائي تراخيص دور حضانة,Nursery Licensing Specialist
3812,283,3,1,اخصائي تراخيص دور حضانة أول,1st Nursery Licensing Specialist
2705,283,5,2,اخصائي تربية خاصة,Special Education Specialist
4894,283,5,2,اخصائي تربية خاصة ثاني,2nd Special Education Specialist
4906,283,3,1,اخصائي تسجيل ونقل مدارس,School Registration and Transfer Specialist
1357,283,3,1,اخصائي تصميم جرافيك,Graphic Design Specialist
4128,283,3,1,اخصائي تصميم رسوم,Graphic Design Specialist
3437,283,3,1,اخصائي تعليم الكتروني,E-Learning Specialist
3901,283,3,1,اخصائي تفتيش دور الحضانات,Nursery Inspection Specialist
4141,283,3,1,اخصائي تفتيش دور الحضانات أول,Senior  Nursery Inspection Specialist
4177,283,3,1,اخصائي تنسيق خدمات أول,Senior Services Coordination Specialist
3464,283,3,1,اخصائي تنسيق قاعدة بيانات,Database Coordination Specialist
50102,283,3,1,اخصائي توجية تعليم مبكر مسار أدبي,اخصائي توجية تعليم مبكر مسار أدبي
50215,283,3,1,اخصائي توجية فنون بصرية,اخصائي توجية فنون بصرية
4032,283,3,1,اخصائي توجيه إدارة اعمال اول,Senior Business Management Supervision Specialist
50207,283,3,1,اخصائي توجيه احياء,اخصائي توجيه احياء
50211,283,3,1,اخصائي توجيه تاريخ,اخصائي توجيه تاريخ
4130,283,3,1,اخصائي توجيه تاريخ قطر أول,Senior Qatar History Supervision Specialist
50208,283,3,1,اخصائي توجيه تربية إسلامية,اخصائي توجيه تربية إسلامية
50213,283,3,1,اخصائي توجيه تربية رياضية,اخصائي توجيه تربية رياضية
50301,283,3,1,اخصائي توجيه تربيه خاصه,اخصائي توجيه تربيه خاصه
4219,283,5,2,اخصائي توجيه تعليم مبكر رياض أطفال,Early Years Education Supervision Specialist (Kindergarten)
4033,283,3,1,اخصائي توجيه تعليم مبكر رياض أطفال اول,Senior Early Education Kindergarten Supervision Specialist
50104,283,3,1,اخصائي توجيه تعليم مبكر رياض أطفال,اخصائي توجيه تعليم مبكر رياض أطفال
50103,283,3,1,اخصائي توجيه تعليم مبكر لغة إنجليزية,اخصائي توجيه تعليم مبكر لغة إنجليزية
4034,283,3,1,اخصائي توجيه تعليم مبكر لغة انجليزية اول,Senior English Language Early Education Supervision Specialist
4036,283,3,1,اخصائي توجيه تعليم مبكر مسار أدبي,"Early Education Supervision Specialist, (Arabic, Islamic Studies and Social Sciences)"
4035,283,3,1,اخصائي توجيه تعليم مبكر مسار ادبي اول,"Senior Early Education Supervision Specialist, (Arabic, Islamic Studies and Social Sciences)"
4331,283,3,1,اخصائي توجيه تعليم مبكر مسار علمي,"Early Education Supervision Specialist, (Arabic, Islamic Studies and Social Sciences)"
50101,283,3,1,اخصائي توجيه تعليم مبكر مسار علمي,اخصائي توجيه تعليم مبكر مسار علمي
50210,283,3,1,اخصائي توجيه جغرافيا,اخصائي توجيه جغرافيا
50214,283,3,1,اخصائي توجيه حاسب الي,اخصائي توجيه حاسب الي
50203,283,3,1,اخصائي توجيه رياضيات,اخصائي توجيه رياضيات
50204,283,3,1,اخصائي توجيه علوم,اخصائي توجيه علوم
50212,283,3,1,اخصائي توجيه علوم اجتماعية,اخصائي توجيه علوم اجتماعية
50206,283,3,1,اخصائي توجيه فيزياء,اخصائي توجيه فيزياء
50205,283,3,1,اخصائي توجيه كيمياء,اخصائي توجيه كيمياء
50202,283,3,1,اخصائي توجيه لغة انجليزية,اخصائي توجيه لغة انجليزية
50201,283,3,1,اخصائي توجيه لغة عربية,اخصائي توجيه لغة عربية
50209,283,3,1,اخصائي توجيه مهارات حياتية,اخصائي توجيه مهارات حياتية
2709,283,3,2,اخصائي ثاني علاج نطق ولغة,2nd Speech and Language Specialist
3340,67,3,2,اخصائي حركة وتوجه,Orientation and Mobility Specialist
4169,283,3,1,اخصائي دعم لوجستي,Logistics Support Specialist
3436,283,3,1,اخصائي رعاية موهوبين,Gifted Students Care Specialist
3434,283,3,2,اخصائي صحة فم وأسنان,Oral and dental health specialist
2715,227,5,2,اخصائي علاج نطق ولغة,Speech and Language Therapy Specialist
2716,283,3,1,اخصائي قانون اول,1st Law Specialist
3146,283,3,1,اخصائي كيمياء,CHEMISTRY SPECIALIST
3145,283,3,1,اخصائي كيمياء اول,FIRST CHEMISTRY SPECIALIST
3122,217,5,2,اخصائي لغة الإشارة,Sign Language Specialist
4185,263,3,1,اخصائي مالي,Finance Specialist
2227,283,3,1,اخصائي متابعة,Follow-up Specialist
2228,283,3,1,اخصائي متابعة أول,Senior Follow-up Specialist
3432,283,3,1,اخصائي مشاريع أول,Senior Project Specialist
3453,283,3,1,اخصائي مشاريع ثاني,Second Project Specialist
4236,283,3,1,اخصائي مشاريع ومتابعات,Projects and Follow-Up Specialist
2879,283,3,2,اخصائي مصادر تعليم وتعلم,Teaching and Learning Resources Specialist
4290,283,3,1,اخصائي مناهج دراسية,Curriculum Specialist
4193,283,3,1,اخصائي مناهج دراسية أول,Senior Curriculum Specialist
4126,283,3,1,اخصائي مناهج مادة الرياضيات اول,Senior Mathematics Curriculum Specialist
2781,283,5,2,اخصائي نفسي اول,1st Psychologist
2444,283,3,1,استاذ مشارك,Associate Professor
2485,283,3,1,استشارى احصاء وتحليل بيانات,Statistic and Data Analysis Consultant
2197,283,3,1,استشارى تحليل سياسات,Policies Analysis Consultant
3306,283,,1,استشارى تخطيط استراتيجي,Strategic Planning Consultant
1752,283,3,1,استشارى تربوي,Educational Consultant
4316,283,3,1,استشارى تربوي أول,Senior Educational Consultant
3303,283,,1,استشارى تربية خاصة ورعاية الموهوبين,Special Education and Gifted Care Consultant
2419,283,3,1,استشارى تقييم طلبة,Students Assessment Consultant
2623,283,,1,استشارى دراسات دولية,International Studies CONSULTANT
4853,263,3,1,استشارى مالي اول,Senior Financial Consultant
2565,283,3,2,استشاري,Consultant
4055,283,3,1,استشاري  بمكتب وكيل الوزارة المساعد لشؤون التقييم,Consultant at the Office of the Assistant Undersecretary for Evaluation Affairs
3608,283,3,3,استشاري  بروتوكول,Protocol Consultant
3588,283,4,1,استشاري أكاديمي,Academic Consultant
4083,283,4,1,استشاري أكاديمي أول,Senior Academic Consultant
3751,283,4,1,استشاري أكاديمي في التربية الإسلامية,Islamic Education Consultant
3750,283,4,1,استشاري أكاديمي في اللغة العربية,Arabic Language Education Consultant
3456,283,3,2,استشاري أول,1st Consultant
3888,283,3,1,استشاري أول – تقييم طلبة تربية إسلامية,First Islamic Studies Students Evaluation Consultant
3796,283,5,1,استشاري إداري لشؤون المباني أول,First Building Affairs Administrative Consultant
2631,283,3,1,استشاري إرشاد طلابي,STUDENTS COUNSELING CONSULTANT
4863,283,3,1,استشاري إرشاد وتطوير مهني أول,Senior Professional Counselling and Development Consultant
3793,283,5,1,استشاري إسكان أول,First Housing Consultant
3857,113,3,1,استشاري إشراف ورقابة دور الحضانة,Nurseries Supervision and Monitoring Consultant
3927,283,3,1,استشاري اتصال ومعلومات اول,Senior Communication and Information Consultant
3691,283,,1,استشاري اداري لشؤون المباني,Administrative Consultant for Building Affairs
3924,283,3,1,استشاري ارشاد طلابي اول,Senior Student Counseling Consultant
4027,283,3,1,استشاري انشطة,Activities  Consultant
3251,283,3,1,استشاري انشطة كشفية,Scout Activities  Consultant
3941,283,3,1,استشاري انشطة كشفية اول,Senior Scouting Activities Consultant
3524,283,3,1,استشاري بحث علمي,Research Consultant
3893,283,3,1,استشاري بعثات أول,First Scholarships Consultant
3118,283,3,1,استشاري تحليل بيانات,DATA ANALYSIS CONSULTANT
4064,283,3,3,استشاري تحليل سياسات اول,Senior Policy Analysis Consultant
3753,283,3,1,استشاري تخطيط إستراتيجي,Strategic Planning Consultant
4149,283,3,1,استشاري تخطيط برامج تدريبية اول,Senior Training Program Planning Consultant
3511,283,3,3,استشاري تدريب وتنمية قدرات,Training and Capacity Development Consultant
4025,283,3,3,استشاري تدريب وتنمية قدرات اول,Senior  Training and capacity Building Consultant
3263,283,,1,استشاري تدقيق لغوي,Proofreading Consultant
3149,263,3,1,استشاري تدقيق مالي,Financial Audit Consultant
3890,283,3,1,استشاري تراخيص مؤسسات أكاديمية,Academic Institutions Licensing Consultant
3891,283,3,1,استشاري تراخيص مؤسسات أكاديمية أول,First Academic Institutions Licensing Consultant
3614,283,3,3,استشاري تراخيص مدارس خاصة,Private School Licensing Consultant
3824,113,2,1,استشاري تربية خاصة,Special Education consultant
3930,283,3,1,استشاري تربية خاصة ورعاية الموهوبين اول,Senior Special Education and Gifted Students Consultant
2484,113,3,1,استشاري تعليم,Education Consultant
3795,283,5,1,استشاري تعليم أول,First Education Consultant
4037,113,2,1,استشاري تعليم الكتروني,E-Learning Consultant
3814,283,,1,استشاري تفتيش حضانات,Nursery Inspection Consultant
3929,283,3,1,استشاري تفتيش دور حضانات اول,Senior Nursery Inspection Consultant
3813,283,3,1,استشاري تفتيش دور حضانة,Nursery Inspection Consultant
3794,283,5,1,استشاري تقييم أول,First Evaluation Consultant
4299,283,3,1,استشاري تقييم اجتماعيات أول,Senior Social Studies Assessment Consultant
3895,283,3,1,استشاري تقييم طلبة أول,First Student Evaluation Consultant
3526,283,4,1,استشاري تقييم طلبة تربية إسلامية,Student Assessment Consultant - Islamic Education
3527,283,4,1,استشاري تقييم طلبة دراسات اجتماعية,Student Assessment Consultant - Social Studies
3935,283,3,1,استشاري تقييم طلبة دراسات اجتماعية اول,Senior Social Studies  Assessment Consultant
3528,283,4,1,استشاري تقييم طلبة رياضيات,Student Assessment Consultant - Mathematics
3529,283,4,1,استشاري تقييم طلبة علوم,Student Assessment Consultant - Science
3925,283,3,1,استشاري تقييم طلبة علوم اول,Senior Science  Assessment Consultant
3530,283,4,1,استشاري تقييم طلبة لغة انجليزية,Student Assessment Consultant - English
3936,283,3,1,استشاري تقييم طلبة لغة انجليزية اول,Senior English Language Assessment Consultant
3531,283,4,1,استشاري تقييم طلبة لغة عربية,Student Assessment Consultant - Arabic
3939,283,3,1,استشاري تقييم طلبة لغة عربية اول,Senior Arabic Language Assessment Consultant
3889,283,3,1,استشاري تقييم مادة أول,First Subject Evaluation Consultant
4322,283,4,1,استشاري تقييم مادة الدراسات الاجتماعية أول,Senior Social Studies Evaluation Consultant
3892,283,3,1,استشاري تقييم مدارس أول,First Schools Evaluation Consultant
3686,283,4,1,استشاري تواصل اجتماعي,Social Communication Consultant
3898,283,3,1,استشاري تواصل استراتيجي,Strategic Communication Consultant
3532,283,4,1,استشاري توجية تربوي,Education Supervision Consultant
3535,283,4,1,استشاري توجيه إدارة اعمال,Business Administration Supervision Consultant
3533,283,4,1,استشاري توجيه اجتماعيات,Social Sciences Supervision Consultant
4864,283,3,1,استشاري توجيه اجتماعيات أول,Senior Social Studies Supervision Consultant
3534,283,4,1,استشاري توجيه ارشاد اكاديمي,Academic Counselling Supervision Consultant
3536,283,4,1,استشاري توجيه تاريخ قطر,Qatar History Supervision Consultant
3926,283,3,1,استشاري توجيه تاريخ قطر اول,Senior Qatar History  Supervision Consultant
3937,283,3,1,استشاري توجيه تربوي اول,Senior Educational  Supervision Consultant
3932,283,3,1,استشاري توجيه تربية إسلامية اول,Senior Islamic Studies Supervision Consultant
3537,283,4,1,استشاري توجيه تربية اسلامية,Islamic Education Supervision Consultant
3538,283,4,1,استشاري توجيه تربية بدنية,Physical Education Supervision Consultant
3942,283,3,1,استشاري توجيه تربية بدنية اول,Senior Physical Education Supervision  Consultant
3539,283,4,1,استشاري توجيه تربية خاصة,Special Education Supervision Consultatnt
4229,283,3,1,استشاري توجيه تربية خاصة أول,Senior Special Education Supervision Consultant
3621,283,4,1,استشاري توجيه تعليم مبكر,Early Education Supervision Consultant
3821,283,4,1,استشاري توجيه تعليم مبكر أول,Senior Early Education Supervision Consultant
4887,283,4,1,استشاري توجيه تعليم مبكر رياض أطفال,Early Years Education Supervision Consultant Kindergarten
4888,283,4,1,استشاري توجيه تعليم مبكر رياض أطفال أول,Senior Early Years Education Supervision Consultant Kindergarten
4038,113,2,1,استشاري توجيه تعليم مبكر مسار ادبي,"Early Education Supervision Consultant, (Arabic, Islamic Studies and Social Sciences)"
4039,113,2,1,استشاري توجيه تعليم مبكر مسار علمي,"Early Education Supervision Consultant, (Science, Math and English)"
3540,283,4,1,استشاري توجيه حاسب آلي,IT Supervision Consultant
4040,113,2,1,استشاري توجيه دراسات اجتماعية,Social Sciences Supervision Consultant
4230,283,3,1,استشاري توجيه دراسات اجتماعية أول,Senior Social Studies Supervision Consultant
3541,283,4,1,استشاري توجيه رياض أطفال,Kindergarten Supervision Consultant
3542,283,4,1,استشاري توجيه رياضيات,Mathematics Supervision Consultant
3543,283,4,1,استشاري توجيه علوم,Science Supervision Consultant
3934,283,3,1,استشاري توجيه علوم اول,Senior Science Supervision  Consultant
3544,283,4,1,استشاري توجيه فنون بصرية ومسرح,Visual Atrs and Drama Supervision Consultant
4228,283,3,1,استشاري توجيه فنون بصرية ومسرح أول,Senior Visual Arts and Theater Supervision Consultant
3545,283,4,1,استشاري توجيه لغة انجليزية,English Supervision Consultant
3546,283,4,1,استشاري توجيه لغة عربية,Arabic Supervision Consultant
3938,283,3,1,استشاري توجيه لغة عربية اول,Senior Arabic Language Supervision Consultant
3547,283,4,1,استشاري توجيه مسار أدبي,Literary Stream Supervision Consultant
3549,283,4,1,استشاري توجيه مسار علمي,Science Stream Supervision Consultant
3944,283,3,1,استشاري توجيه مسار علمي اول,Senior Science Track Supervision  Consultant
3622,283,4,1,استشاري توجيه مشاريع الكترونية,E-Projects Supervision Consultant
3550,283,4,1,استشاري توجيه مصادر تعلم,Learning Resources Supervision Consultant
4218,283,4,1,استشاري توجيه مصادر تعلم اول,Senior Supervision Consultant (Learning Resources)
4154,283,4,1,استشاري توجيه مهارات حياتية,Life Skills Supervision Consultant
3620,283,4,1,استشاري توجيه  لغة إنجليزية طفولة,Early Childhood English supervision Consultant
3656,283,4,1,استشاري توجيه  مناهج دراسات اجتماعية,Curriculum Social Studies supervision Consultant
4882,283,3,1,استشاري جودة,Quality Consultant
4883,283,3,1,استشاري جودة اول,Senior Quality Consultant
2895,113,3,1,استشاري دعم إضافي,Additional Support Consultant
4268,283,3,1,استشاري دور حضانة,Nurseries Consultant
3882,63,3,1,استشاري سياسات تكنولوجيا المعلومات,IT Policy Consultant
2894,113,3,1,استشاري سياسات وأبحاث تربوية,Educational Policy and Research Consultant
3945,283,3,1,استشاري سياسات وأبحاث تربوية اول,Senior Educational Policies and Research Consultant
3931,283,3,1,استشاري شؤون إدارية اول,Senior Administrative Affairs Consultant
3450,283,3,3,استشاري شؤون تعليم مهني وتقني,Technical and Vocational Education Affairs Consultant
3734,283,3,1,استشاري شؤون مؤسسات التعليم العالي,Higher Education Institutions Affairs  Consultant
4152,283,3,1,استشاري شؤون معلمين اول,Senior Teacher Affairs Consultant
3648,283,4,1,استشاري شؤون موظفين,Personnel Affairs Consultant
3649,283,4,1,استشاري شؤون موظفين أول,1st Personnel Affairs Consultant
3259,283,3,1,استشاري شئون فنية,Technical Affairs Consultant
3258,283,,1,استشاري شئون منظمات,Organizations Affairs Consultant
2872,273,3,1,استشاري صحة وسلامة,Health and Safety Consultant
4151,283,3,1,استشاري صحة وسلامة,Security and Safety Consultant
4862,283,3,1,استشاري صحة وسلامة أول,Senior Health and Safety Consultant
1758,53,3,1,استشاري قانوني,Legal Advisor
3947,283,3,1,استشاري قانوني اول,Senior Legal Consultant
1756,263,3,1,استشاري مالي,Financial Consultant
4172,283,3,1,استشاري مخازن,Warehouses Consultant
4173,283,3,1,استشاري مخازن أول,Senior Warehouses Consultant
3671,283,4,1,استشاري مدارس,Schools Consultant
3933,283,3,1,استشاري مدارس اول,Senior School Consultant
2887,113,3,1,استشاري مدارس خاصة,Private Schools Education Consultant
4298,113,3,1,استشاري مدارس خاصة أول,Senior Private Schools Education Consultant
4150,283,3,1,استشاري مشتريات اول,Senior Procurement Consultant
3823,283,4,1,استشاري مناهج لغة عربية,Arabic Language curriculum consultant
2443,283,3,1,استشاري ميدان,Field Consultant
4146,63,3,1,استشاري نظم معلومات,Information Systems Consultant
4319,13,3,1,استشاري هندسة  زراعية,Agricultural Engineering Consultant
4320,13,3,1,استشاري هندسة  زراعية أول,Senior Agricultural Engineering Consultant
1760,13,3,1,استشاري هندسة مدنية,Engineering Advisor
3112,22,3,1,الامين العام للجنة الوطنية القطرية للتربية والثقافة والعلوم,SECRETARY GENERAL OF THE QATARI NATIONAL COMMITTEE FOR EDUCATION AND CULTURE AND SCIENCE
3637,22,3,1,القائم بأعمال رئيس قسم المشتريات والعقود,Acting Head of Procurement and Contracts Section
3471,22,3,1,القائم باعمال مدير ادارة الموارد البشرية,Acting Human Resources Manager
3470,22,3,1,القائم باعمال وكيل الوزارة المساعد لشؤون الخدمات المشتركة,Acting Assistant Undersecretary of Shared Services Affairs
3902,22,3,1,القائم بمهام رئيس قسم التطبيقات,Acting Head of Applications Section
3472,22,3,1,القائم بمهام رئيس قسم التوظيف والتنظيم,Acting Head of Recruitment and Organization Section
4310,22,3,1,القائم بمهام رئيس قسم الخدمات العامة,Acting Head of General Services Section
4874,22,3,1,القائم بمهام رئيس قسم الشؤون الاوربية والأمريكية,Acting Head of European and American Affairs Section
4870,22,3,1,القائم بمهام رئيس قسم الشؤون الفنية للمعلمين والاداريين,Acting Head of the Technical Affairs Section for Teachers and Administrators
4079,22,3,1,القائم بمهام رئيس قسم العمليات,Acting Head of Operations Section
4122,22,3,1,القائم بمهام رئيس قسم المشتريات,Acting Head of Procurements Section
4121,22,3,1,القائم بمهام رئيس قسم المناقصات والعقود,Acting Head of Tenders and Contracts
3918,22,3,1,القائم بمهام رئيس قسم المنظمات العربية والإسلامية,Acting Head of Arab and Islamic Organizations Section
4858,22,3,1,القائم بمهام رئيس قسم الموازنة,Acting Head of the Budget Section
4161,22,3,1,القائم بمهام رئيس قسم تخطيط البرامج التدريبية,Acting Head of Training Program Planning Section
4257,22,3,1,القائم بمهام رئيس قسم خدمة العملاء,Acting Head of Customer Service Section
4311,22,3,1,القائم بمهام رئيس قسم شؤون المباني,Acting Head of Building Affairs Section
3900,22,3,1,القائم بمهام رئيس قسم شؤون الموظفين,Acting Head of Personnel affairs Section
3487,22,,1,القائم بمهام مدير إدارة البعثات,Acting Director of Scholarship Department
3845,22,3,1,القائم بمهام مدير إدارة التربية الخاصة ورعاية الموهوبين,Acting Director of Special Education and Gifted Students Department
4891,22,3,1,القائم بمهام مدير إدارة التعاون الدولي,Acting Director of International Cooperation Affairs Department
4857,22,3,1,القائم بمهام مدير إدارة الشؤون المالية,Acting Director of the Financial Affairs Department
4871,22,2,1,القائم بمهام مدير إدارة دور الحضانة,Acting Director of Nursery Department
3484,22,,1,القائم بمهام مدير إدارة شؤون المدارس,Acting Director of School Affairs Department
3730,22,3,1,القائم بمهام مدير إدارة شؤون مؤسسات التعليم العالي,Acting Director of Higher Education Institutions Affairs Department
3910,22,3,1,القائم بمهام مدير إدارة مركز معلومات الطلبة,Acting Director of the Student Information Center Department
3729,22,3,1,القائم بمهام مدير إدارة معادلة الشهادات الدراسية الجامعية,Acting Director of University Certificates Equivalency Department
3768,22,3,1,القائم بمهام مدير إدارة نظم المعلومات,Acting Director of Information Systems Department
3497,22,3,1,القائم بمهام مدير ادارة التدقيق الداخلي,Acting Director of Internal Audit Department
3897,22,4,1,القائم بمهام مدير ادارة التعليم المهني والتقني والتخصصي,"Department Acting Director of the Vocational, Technical and Specialized Education"
3651,22,3,1,القائم بمهام مدير ادارة شؤون المدارس الخاصة,Acting Director of Private Schools Affairs Department
4851,22,3,1,القائم بمهام مدير المكتب الفني,Acting Technical Office Director
4227,16,4,2,القائم بمهام مدير مدرسة,Acting School Principal
4323,22,3,1,القائم بمهام مدير مركز خدمات دعم الطلبة,Acting Director of Student Support Services Centre
4247,22,3,1,القائم بمهام مدير مكتب الوزير,Acting Director of the Minister's Office
4907,22,3,1,القائم بمهام مساعد المفوض العام لجميعة الكشافة والمرشدات القطرية,Acting Assistant Chief Commissioner of the Qatar Scouts and Guides Association
4309,22,3,1,القائم بمهام مساعد مدير إدارة التربية الخاصة,Acting Assistant Director of Special Education and Gifted Students Department
4899,22,3,1,القائم بمهام مساعد مدير مكتب الوزير لإدارة المشاريع,Acting Assistant Director of the Minister's Office for Project Management
3517,22,3,1,القائم بمهام وكيل الوزارة المساعد لشؤون التعليم العالي,Acting Assistant Undersecretary for Higher Education Affairs.
3772,22,3,1,القائم يمهام أمين عام اللجنة الوطنية القطرية للتربية والثقافة والعلوم,Acting  Secretary General of Qatar National Commission
3619,22,3,1,القائم يمهام مدير إدارة شؤون المدارس الخاصة,"Acting Director,the Private Schools Affairs Departme"
4159,283,3,1,المكلف بالإشراف على تعيينات وزارة التربية والتعليم والتعليم العالي,Designate Supervisor of Appointments of the Ministry of Education and Higher Education
4243,16,4,2,المكلف بمهام مدير مدرسة الجالية السورية,Acting Principal of the Syrian Community School
4919,22,3,1,المكلف بمهام مساعد مدير إدارة التعليم الالكتروني والحلول الرقمية,Acting Assistant Director of E-Learning and Digital Solutions Department
253,247,5,2,امين مخزن,Store Keeper
4060,247,5,2,امين مخزن – احتياط,Reserve  Store Keeper
3217,74,3,1,امين مخزن خامس,5th Storekeeper
261,283,3,1,باحث,Researcher
2470,53,3,1,باحث   قانوني ثالث,3rd Legal Researcher
4077,283,3,1,باحث أكاديمي ثالث,3rd  Academic Researcher
4072,283,3,1,باحث أكاديمي ثاني,2nd  Academic Researcher
4210,63,3,1,باحث أمن شبكات أول,Senior Network Security Researcher
4208,63,3,1,باحث أمن معلومات أول,Senior Information Security Researcher
3732,63,3,1,باحث أمن معلومات ثاني,Second Information Security Researcher
3760,283,3,1,باحث أو أخصائي منظمات دولية,International Organizations Researcher / Specialist
3965,283,3,1,باحث أول,Senior Researcher
4909,283,3,1,باحث إدارة مشاريع ثالث,3rd Project Management Researcher
2625,283,3,1,باحث إرشاد طلابي ثالث,STUDENTS COUNSELING CONSULTANT
2626,283,3,1,باحث إرشاد طلابي ثاني,STUDENTS COUNSELING EXPERT
3964,283,3,1,باحث إرشاد طلابي نفسي ثالث,Third Researcher of Student Psychological Counselling
1909,283,3,1,باحث إرشاد وتطوير مهني أول,1st Guidance and professional Development Researcher
1908,283,3,1,باحث إرشاد وتطوير مهني ثاني,2nd Guidance and professional Development Researcher
3787,283,3,1,باحث إسكان أول,First Housing Researcher
3441,283,3,1,باحث إسكان ثالث,3rd Housing Researcher
3786,283,3,1,باحث إسكان ثاني,Second Housing Researcher
3841,283,3,1,باحث اتصال ثاني,Second Communication Researcher
529,283,3,1,باحث احصاء,Statistic Researcher
1324,283,3,1,باحث احصاء أول,1st Statistic Researcher
1322,283,3,1,باحث احصاء ثالث,3rd Statistic Researcher
1323,283,3,1,باحث احصاء ثاني,2nd Statistic Researcher
1329,163,3,1,باحث اعلامي أول,1st Media Researcher
1327,163,3,1,باحث اعلامي ثالث,3rd Media Researcher
1328,163,3,1,باحث اعلامي ثاني,2nd Media Researcher
3963,283,3,1,باحث البحث العلمي أول,Senior Scientific Research Researcher
1338,63,3,1,باحث برامج أول,1st Program Researcher
2271,63,3,1,باحث برامج ثالث,3rd Program Researcher
1337,63,3,1,باحث برامج ثاني,2nd Program Researcher
4258,283,3,1,باحث بروتوكول ثالث,3rd Protocol Researcher
4186,283,3,1,باحث بعثات ثالث,2nd Researcher
2469,113,3,1,باحث تحليل بيانات أول,Senior Data Analysis Researcher
3831,113,3,1,باحث تحليل بيانات ثالث,Third data analysis researcher
3830,113,3,1,باحث تحليل بيانات ثاني,second data analysis researcher
2193,283,3,1,باحث تحليل سياسات أول,1st Policies Analysis Researcher
2191,283,3,1,باحث تحليل سياسات ثالث,3rd Policies Analysis Researcher
2192,283,3,1,باحث تحليل سياسات ثاني,2nd Policies Analysis Researcher
4877,283,3,1,باحث تخطيط استراتيجي أول,First Strategic Planning Researcher
3324,283,3,1,باحث تخطيط استراتيجي ثالث,Third Strategic Planning Researcher
2875,283,3,1,باحث تخطيط استراتيجي ثاني,Second Strategic Planning Researcher
3966,283,3,1,باحث تخطيط برامج تدريبية أول,Senior Training Program Planning Researcher
1967,273,3,1,باحث تدريب ثالث,3rd Training Researcher
1968,273,3,1,باحث تدريب ثاني,2nd Training Researcher
3967,283,3,1,باحث تدريب رياضيات أول,Senior Mathematics Training Researcher
3968,283,3,1,باحث تدريب رياضيات ثالث,Third Mathematics Training Researcher
4092,283,3,1,باحث تدريب لغة إنجليزية أول,Senior English Language Training Researcher
3969,283,3,1,باحث تدريب لغة انجليزية ثالث,Third English Training Researcher
3970,283,3,1,باحث تدريب لغة انجليزية ثاني,Second English Training Researcher
3779,273,3,1,باحث تدريب وتطوير إداري ثالث,Third Training and Development Administrative Researcher
4235,273,3,1,باحث تدريب وتطوير إداري ثاني,2nd Administrative Training and Development Researcher
4093,283,3,1,باحث تدريب وتنمية قدرات أول,Senior Training and Capacity Development Researcher
4066,283,3,1,باحث تدريب وتنمية قدرات ثالث,Third Training and Capacity Development Researcher
3971,283,3,1,باحث تدريب وتنمية قدرات ثاني,Second Training and Capacity Development Researcher
1866,283,3,1,باحث تدقيق بيانات وضبط الجودة أول,1st Data Auditing and Quality Control Researcher
3716,283,3,1,باحث تدقيق لغوي اول,First Proof Reading Researcher
3903,283,3,1,باحث تراخيص ثالث,Third Licensing Researcher
3817,283,3,1,باحث تراخيص دور حضانة أول,1st Nursery Licensing Researcher
3816,283,3,1,باحث تراخيص دور حضانة ثاني,2nd Nursery Licensing Researcher
1901,283,3,1,باحث تراخيص مؤسسات أكاديمية ثاني,2nd Academic Institutions Licenses Researcher
3611,283,3,1,باحث تراخيص مدارس خاصة أول,1St Private School Licensing Researcher
3609,283,3,1,باحث تراخيص مدارس خاصة ثالث,3rd Private School Licensing Researcher
3610,283,3,1,باحث تراخيص مدارس خاصة ثاني,2nd Private School Licensing Researcher
1895,283,3,1,باحث تراخيص مراكز تدريبية وتعليمية أول,1st Training and Educational Centers Licenses Researcher
4880,283,3,1,باحث تربوي ثالث,3rd Educational Researcher
4881,283,3,1,باحث تربوي ثاني,2nd Educational Researcher
4895,73,3,2,باحث تربية خاصة ثاني,2nd Special Education Researcher
4131,283,3,1,باحث تسجيل ونقل مدارس أول,Senior School Registration and Transfer Researcher
4226,283,3,1,باحث تسجيل ونقل مدارس ثالث,Third School Registration and Transfer Researcher
3972,283,3,1,باحث تصميم رسوم أول,Senior Graphic Design Researcher
3797,273,3,1,باحث تطوير تعاون دولي ثالث,Third International Cooperation Development Researcher
4867,283,3,1,باحث تطوير تعاون دولي ثاني,2nd International Cooperation Development Researcher
3973,283,3,1,باحث تطوير مناهج أول,Senior Curriculum Development Researcher
4296,283,3,1,باحث تعليم أول,Senior Education Researcher
4279,283,3,1,باحث تعليم تقني اول,Senior Technical Education Researcher
4275,283,3,1,باحث تعليم تقني ثالث,3nd Technical Education Researcher
4270,283,3,1,باحث تعليم تقني ثاني,2nd Technical Education Researcher
3974,283,3,1,باحث تعليم كبار أول,Senior Adult Education Researcher
3948,283,3,1,باحث تفتيش دور حضانات ثاني,2nd  Nursery Inspection Researcher
4314,283,3,1,باحث تقنية معلومات  ثالث,3rd   Information Technology Researcher
4313,283,3,1,باحث تقنية معلومات ثاني,2nd  Information Technology Researcher
